statecurrent,inmidwest,midwesterner,statebirth,ideology,partyregaff,age,race,votehistory,education,gender,zip,weight,income,householdsize
WV,0,0,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,Vocational/Technical School,Male,26753,1.3886887640210595,58187.79011722654,4
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,50545,0.25605935930784857,79044.48261484504,3
WV,0,0,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Male,25510,1.2354868576883982,26530.79356532544,4
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Male,50558,0.45806140982338983,56608.86334720999,4
OK,1,1,NA,Moderate,Democrat,50-59,White or Caucasian,Joe Biden,Vocational/Technical School,Female,73069,1.4158450709767432,41182.41815827787,1
SD,1,1,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,High School or Less,Female,57037,0.982981740139707,47497.881008312106,4
OK,1,0,NA,Liberal,Democrat,50-59,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,74421,1.2213138308315308,16773.583095055073,1
KS,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,High School or Less,Female,67114,0.38775257396279716,10643.199561163783,5
SD,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,57430,1.1522226450065973,14007.425480522215,4
WV,0,0,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,26181,0.7150775317573514,14048.972169402987,5
SD,1,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Female,57033,0.4482676101075151,78853.89477945864,1
KY,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,42325,0.46222079122326704,99606.42432095483,2
KS,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Donald Trump,High School or Less,Female,67748,0.38775257396279716,69617.92828515172,4
WV,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,26234,0.37056035701703144,61411.432097665966,6
KS,1,1,NA,Moderate,Democrat,70 or more years,Black or African American,Joe Biden,College Degree,Female,67147,0.21287912304556061,112748.50078625605,5
OK,1,1,NA,Liberal,Democrat,60-69,Black or African American,Joe Biden,College Degree,Male,73130,0.6004810672134445,53810.03699498251,1
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,50312,0.1819298772639976,115768.03952921182,2
PA,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,16801,0.3612185883378031,117068.04948160425,5
OK,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,74820,0.16275081547606393,45691.137867979705,5
WV,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,25071,0.5871647230105165,76634.42117162049,6
WV,0,0,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,Vocational/Technical School,Female,26070,0.6680890259007329,92643.92483979464,2
PA,0,0,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,16656,1.1972663725774857,44320.805033203214,4
KY,0,0,NA,Moderate,Democrat,60-69,White or Caucasian,Did not vote,High School or Less,Male,41465,0.5244199397632575,12218.763071577996,2
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,50533,0.25605935930784857,84154.15062801912,2
KS,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,Postgraduate or Higher,Female,67062,0.3067681734825613,10968.95102178678,3
PA,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Donald Trump,Postgraduate or Higher,Male,16365,0.36517430091827846,50179.64928410947,2
IA,1,1,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,50317,0.9069393514414436,108743.60763002187,4
IA,1,1,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,52773,0.8136876061667264,37652.9091806151,5
WV,0,0,NA,Moderate,Democrat,70 or more years,Other or Multiple Races,Joe Biden,Postgraduate or Higher,Male,25276,0.37241557251481905,108417.37982351333,3
WV,1,0,NA,Liberal,Democrat,50-59,White or Caucasian,Joe Biden,College Degree,Male,26003,1.00075911407784,104707.39668468013,6
PA,1,1,NA,Moderate,Democrat,50-59,Black or African American,Joe Biden,High School or Less,Female,15010,1.1755847346319999,117835.92109801248,3
OK,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Male,74403,0.17253835071823065,79210.15053521842,3
KS,1,0,NA,Moderate,Democrat,60-69,Other or Multiple Races,Joe Biden,College Degree,Female,67071,1.1704145055012616,13067.659204825759,2
SD,1,1,NA,Moderate,Democrat,70 or more years,Black or African American,Did not vote,Associate's Degree/Some College,Female,57580,0.5030173757683921,105809.12253353745,3
PA,0,0,NA,Moderate,Democrat,70 or more years,Black or African American,Joe Biden,Associate's Degree/Some College,Female,19144,0.5291913259972069,68581.33742818609,1
IA,1,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,50265,0.2625817284220181,111600.95867933705,4
SD,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Male,57072,0.6596161252985477,119103.27911376953,4
PA,0,0,NA,Moderate,Democrat,30-39,Black or African American,Someone else,Associate's Degree/Some College,Non Binary/Other,19050,1.03832994370732,116600.66063515842,4
KS,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,67401,0.23793610479247665,44013.30930646509,6
KS,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,66050,0.23793610479247665,86590.62059596181,5
PA,1,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Male,15209,0.3260568692368866,113284.4447158277,6
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,50801,0.2625817284220181,90666.24628845602,6
IA,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,51503,0.9009783054702413,35865.47965183854,5
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,51503,0.25605935930784857,76149.88786866888,6
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,52240,0.2312512142043699,15140.512427315116,5
KS,0,0,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Male,66048,1.135356351513683,11201.073150150478,4
PA,0,0,NA,Moderate,Democrat,50-59,White or Caucasian,Joe Biden,College Degree,Female,16063,0.8473211571532839,47168.154150713235,2
PA,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Male,15759,0.2638517151793192,33606.33006086573,5
WV,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,25304,0.5871647230105165,35866.533073130995,4
PA,0,0,NA,Conservative,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,15428,0.3135800005060087,16508.172433823347,5
KS,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,67207,0.23793610479247665,31537.76495018974,2
OK,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,74136,0.23562382094817716,26511.270171031356,2
WV,0,0,NA,Conservative,Democrat,50-59,White or Caucasian,Someone else,Postgraduate or Higher,Female,26764,0.32297768590938153,117560.2445541881,3
WV,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,25314,0.43279584503835755,100090.1978625916,1
WV,1,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Male,26201,0.5485815039878531,58580.76015720144,1
WV,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Male,25550,0.5485815039878531,10880.022374913096,1
SD,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,57032,0.2914156465041449,116876.52314314619,4
SD,1,1,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,57321,1.1522226450065973,15492.65750683844,1
WV,0,0,NA,Liberal,Democrat,70 or more years,Black or African American,Joe Biden,Postgraduate or Higher,Female,26070,0.5078823229467749,58886.26700732857,2
IA,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,50701,0.25605935930784857,82696.30253547803,3
NE,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,68108,0.2777974672982137,93318.53677285835,1
KS,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Did not vote,Associate's Degree/Some College,Female,66212,0.13311827357579106,15231.992939952761,1
SD,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,57103,0.2914156465041449,56123.22570756078,4
PA,0,0,NA,Moderate,Democrat,25-29,White or Caucasian,Donald Trump,Vocational/Technical School,Female,18015,0.44086904006548716,58811.523602344096,6
IA,1,0,NA,Liberal,Democrat,30-39,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,52356,1.2061857954023556,76681.85335351154,6
NE,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,68304,0.30117718719240194,68483.23637619615,6
NE,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,68901,0.5679250678601763,57925.015250220895,1
KS,1,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,67135,0.203659599569263,109513.66932597011,1
KS,1,0,NA,Liberal,Democrat,70 or more years,Other or Multiple Races,Joe Biden,Postgraduate or Higher,Male,67154,0.41546263680122786,64126.36653520167,2
IA,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,50536,0.25605935930784857,10176.855274476111,5
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,52040,0.2312512142043699,47508.199957665056,2
OK,1,0,NA,Moderate,Democrat,40-49,Black or African American,Joe Biden,High School or Less,Female,74106,0.8086831096841516,31485.57491833344,3
KS,1,1,NA,Liberal,Democrat,70 or more years,Black or African American,Joe Biden,College Degree,Female,67220,0.21287912304556061,108520.9263395518,5
IA,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Male,52806,0.8222471759656158,71609.68197509646,4
KS,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,66955,0.9356175394325759,81005.43980952352,4
KY,1,1,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Male,42746,0.8423845213697936,13272.235228214413,2
KY,1,0,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,42442,0.15468708024218142,77708.61246623099,6
SD,1,1,NA,Conservative,Democrat,60-69,White or Caucasian,Joe Biden,Vocational/Technical School,Female,57006,1.0510608952929068,88708.01662793383,1
KS,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Female,66449,0.19548696006773644,41921.84965359047,2
NE,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,68901,0.33114932278187703,35889.39101668075,3
NE,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,68510,0.3790982303484338,70173.44524385408,6
KY,0,0,NA,Moderate,Democrat,60-69,Black or African American,Donald Trump,College Degree,Female,42141,0.42976936986619635,20839.009212795645,3
KS,1,1,NA,Moderate,Democrat,50-59,White or Caucasian,Joe Biden,College Degree,Male,67431,1.9948797393699027,61595.99590813741,5
KS,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,College Degree,Male,66002,0.3736398545281452,17064.424694981426,4
SD,0,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,57401,0.364001036262225,14805.305555928499,3
NE,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,68502,0.3914658818987442,81299.49707072228,3
OK,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,College Degree,Male,73644,0.4001314848821243,20489.61999360472,3
KS,1,0,NA,Liberal,Democrat,40-49,Black or African American,Donald Trump,College Degree,Male,66049,0.45136589151077106,65532.23988506943,6
KY,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,42344,0.11139353021154283,65777.44827140123,5
KY,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,42368,0.30302408117315444,88892.20351586118,4
WV,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,25526,0.4391027040475693,50596.266789361835,1
IA,1,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,52165,0.2625817284220181,115667.65896277502,4
KY,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,42129,0.18598283846051342,87103.99642586708,4
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,51104,0.2625817284220181,66457.74259930477,5
SD,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,57004,0.8534795877167171,32387.490302789956,1
KY,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,42167,0.11139353021154283,83722.25565835834,5
KY,1,1,NA,Moderate,Democrat,70 or more years,Hispanic or Latino,Joe Biden,High School or Less,Female,42411,1.200650392363767,115624.86128648743,1
KY,0,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Male,42367,0.7537959953564295,70530.33265285194,4
IA,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,50312,0.43195065055714016,20091.64503077045,3
SD,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Did not vote,Vocational/Technical School,Female,57790,0.44250332836589024,38052.79549444094,3
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,52404,0.27782265012384083,39960.44267201796,4
SD,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,Vocational/Technical School,Female,57701,1.0510608952929068,105488.20060910657,4
KS,0,0,NA,Moderate,Democrat,25-29,White or Caucasian,Donald Trump,Vocational/Technical School,Female,67206,2.1217634206326372,71710.48259362578,1
WY,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,83001,0.18673706027805956,100577.62504555285,5
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Donald Trump,High School or Less,Female,52302,0.32629103981166374,62709.002669434994,4
OK,1,0,NA,Moderate,Democrat,60-69,Other or Multiple Races,Joe Biden,Postgraduate or Higher,Female,74880,1.9223242605239939,55191.11628411338,5
SD,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,57702,0.7445720946364043,54938.519350253046,5
NE,1,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,68132,0.3914658818987442,26056.043293792754,4
WY,0,0,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,82070,0.381068783110548,13777.066592592746,5
SD,0,0,NA,Conservative,Democrat,30-39,Hispanic or Latino,Donald Trump,College Degree,Male,57785,2.3753668624743565,26553.519789595157,5
NE,1,1,NA,Conservative,Democrat,60-69,White or Caucasian,Donald Trump,Vocational/Technical School,Female,68320,0.962979975691964,54502.510477323085,5
ID,0,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,83201,0.08397266687103863,80041.75778944045,5
WY,0,0,NA,Moderate,Democrat,70 or more years,Black or African American,Joe Biden,High School or Less,Female,82007,0.24531467822952108,103060.59719529003,6
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Male,50401,0.45806140982338983,81838.81491422653,5
OK,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,College Degree,Female,74869,0.24025865640549146,88318.50284244865,1
SD,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,57501,0.491412147195267,85856.15919204429,6
KS,1,1,NA,Moderate,Democrat,60-69,Hispanic or Latino,Joe Biden,Vocational/Technical School,Female,66040,2.348451489708194,86421.30868975073,5
CO,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,80031,0.2757358036469499,34492.43621202186,5
KS,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,College Degree,Male,66218,0.3736398545281452,20086.834088433534,4
SD,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,57650,0.9561247783771212,38819.779343903065,6
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Non Binary/Other,50014,0.2996113695023186,80936.49835325778,6
WY,0,0,NA,Moderate,Democrat,25-29,White or Caucasian,Donald Trump,Vocational/Technical School,Female,83114,0.27408083153701884,111904.48162145913,1
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,50316,0.27782265012384083,19789.996354375035,5
OK,0,0,NA,Moderate,Democrat,60-69,Black or African American,Joe Biden,High School or Less,Male,73507,0.5723509079886143,25796.58545786515,3
CO,1,1,NA,Liberal,Democrat,60-69,Other or Multiple Races,Joe Biden,Postgraduate or Higher,Female,80237,0.4594898136070825,113489.3352468498,5
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,52101,0.27782265012384083,52257.67477415502,1
SD,1,1,NA,Liberal,Democrat,70 or more years,Other or Multiple Races,Joe Biden,Postgraduate or Higher,Male,57747,0.892502381692809,19404.771679546684,6
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,51351,0.2312512142043699,87031.31560701877,6
SD,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Male,57029,0.6596161252985477,83245.18722482026,6
KY,0,0,NA,Conservative,Democrat,60-69,White or Caucasian,Joe Biden,High School or Less,Female,42266,0.4620857093610884,11587.616375181824,3
OK,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,73020,0.16700857894520452,11658.392783720046,1
SD,1,1,NA,Conservative,Democrat,60-69,Hispanic or Latino,Donald Trump,High School or Less,Male,57785,3.1874889791303627,12080.697601195425,1
KY,1,0,NA,Moderate,Democrat,60-69,White or Caucasian,Donald Trump,Postgraduate or Higher,Female,42431,0.806208508372231,99007.48033775017,1
SD,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,57645,0.364001036262225,106250.17134007066,6
OK,0,0,NA,Liberal,Democrat,50-59,White or Caucasian,Joe Biden,College Degree,Male,73931,0.9358051252893695,41403.552470728755,5
SD,1,1,NA,Moderate,Democrat,50-59,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,57501,1.2148929425288264,47560.66551664844,4
NE,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,69343,0.3790982303484338,77055.66580640152,1
WY,1,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Female,82401,0.2325868268604212,86374.25821973011,6
KS,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,67522,0.12545608350102283,82736.40789324418,5
CO,1,1,NA,Conservative,Democrat,30-39,Asian,Joe Biden,College Degree,Female,80247,0.8799472532896485,20676.548834890127,4
OK,1,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Female,74106,0.2732577773682854,105011.6326729767,3
NE,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,68123,0.5679250678601763,86089.61936086416,4
KS,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,67203,0.203659599569263,97939.77409834042,4
SD,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,57785,0.491412147195267,27670.45000800863,2
IA,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,52501,0.27782265012384083,11898.72840186581,6
SD,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,57348,0.4192324891974569,38086.691964417696,6
WY,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Male,82501,0.34241596055920354,27670.48870678991,1
SD,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,57732,0.4585104078322024,40189.623821061105,1
WY,0,0,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,82513,0.381068783110548,20033.45074597746,2
CO,1,0,NA,Moderate,Democrat,50-59,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,81212,1.832494029147352,47222.60884242132,1
OK,1,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,74804,0.23562382094817716,54561.683295760304,5
SD,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,57105,0.364001036262225,74124.38948173076,6
CO,1,1,NA,Conservative,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,81050,0.5916386753855001,67531.29250835627,2
SD,1,1,NA,Conservative,Democrat,60-69,White or Caucasian,Donald Trump,High School or Less,Male,57005,1.8302631677664198,72240.99619546905,2
ID,0,0,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,83709,0.3482222404771137,56522.1027797088,3
WY,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,82520,0.1896942122351711,75026.28586255014,3
OK,1,0,NA,Conservative,Democrat,30-39,White or Caucasian,Joe Biden,High School or Less,Female,73080,0.768019323872876,73107.47171752155,6
SD,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,57702,0.2914156465041449,54408.96294778213,4
IA,1,1,NA,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,Postgraduate or Higher,Male,52761,0.43195065055714016,21326.370805036277,5
SD,1,1,NA,Conservative,Democrat,60-69,Other or Multiple Races,Someone else,Associate's Degree/Some College,Female,57380,1.244474425130844,92198.65074614063,5
IA,1,1,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,51632,0.8136876061667264,100088.27900746837,4
OK,1,1,NA,Moderate,Democrat,60-69,Black or African American,Joe Biden,College Degree,Female,73110,0.6393812799614106,69857.03617101535,6
KY,0,0,NA,Moderate,Democrat,50-59,White or Caucasian,Someone else,College Degree,Female,42164,0.5656568356497382,103004.69159381464,6
ID,1,0,NA,Moderate,Democrat,70 or more years,Hispanic or Latino,Joe Biden,Postgraduate or Higher,Male,83642,0.25092155184252335,112946.70039787889,4
KY,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Male,42256,0.7537959953564295,112336.74188610166,5
KS,1,0,NA,Conservative,Democrat,70 or more years,Black or African American,Joe Biden,High School or Less,Male,66423,0.12693820575486242,16196.292219683528,5
KY,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Female,42129,0.2540300089113995,78414.32410757989,3
NE,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Male,69339,0.4063785563423093,35253.330394625664,2
CO,1,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,80020,0.10990588138401863,39221.522610168904,6
CO,1,1,NA,Conservative,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,80128,0.2757358036469499,117603.57986437157,3
ID,0,0,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,83704,0.08397266687103863,30614.485098049045,6
CO,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,81416,0.3441151412291114,11957.11656473577,2
KS,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,66801,0.23793610479247665,65681.26061931252,1
IA,1,1,NA,Moderate,Democrat,50-59,White or Caucasian,Donald Trump,Postgraduate or Higher,Male,52601,1.439599854627128,44982.891289982945,4
NE,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,68333,0.3790982303484338,13126.873155124485,6
SD,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,57529,0.2914156465041449,79752.99844518304,1
CO,0,0,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,80010,0.2757358036469499,33986.01335706189,3
CO,1,0,NA,Moderate,Democrat,70 or more years,Black or African American,Joe Biden,Associate's Degree/Some College,Female,80232,0.2802521830545807,112265.91668790206,1
WY,0,0,NA,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,82414,0.381068783110548,72764.79626307264,2
OK,0,0,NA,Moderate,Democrat,60-69,White or Caucasian,Someone else,Vocational/Technical School,Female,74070,0.20478749926848427,116447.2164073959,5
IA,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,50588,0.2625817284220181,81040.47083761543,6
NE,1,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Male,68862,0.4063785563423093,40941.76488230005,3
SD,1,1,NA,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,57702,0.2914156465041449,33000.51229307428,5
NE,1,1,NA,Liberal,Democrat,40-49,White or Caucasian,Joe Biden,College Degree,Female,69361,0.7455381229232647,14839.149650651962,1
OK,1,1,NA,Moderate,Democrat,70 or more years,Black or African American,Joe Biden,College Degree,Female,74106,0.26223454866602647,52686.86328781769,5
CO,0,1,NA,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,Vocational/Technical School,Female,81507,0.14510105670412188,114873.12193959951,2
WY,1,1,NA,Conservative,Democrat,70 or more years,Hispanic or Latino,Joe Biden,High School or Less,Male,82301,0.6998288978859486,82748.84093319997,4
KY,0,0,NA,Conservative,Democrat,70 or more years,White or Caucasian,Donald Trump,Vocational/Technical School,Male,42345,0.3969103881003452,66042.85086505115,2
